TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionAmount_Bin,CustomerAge_Bin,Target
TX001184,AC00366,83.16,2023-08-16 16:11:56,Debit,Los Angeles,D000037,45.64.74.86,M091,ATM,61.0,Retired,177.0,1.0,3065.87,2024-11-04 08:08:46,1,3,6
TX001188,AC00483,615.58,2023-09-25 16:40:00,Debit,Jacksonville,D000649,168.55.199.214,M059,ATM,42.0,Doctor,133.0,1.0,14343.0,2024-11-04 08:10:55,0,2,5
TX001190,AC00437,7.949999999999989,2023-01-09 16:45:12,Debit,Phoenix,D000147,101.120.142.50,M087,ATM,79.0,Retired,65.0,1.0,5631.2,2024-11-04 08:10:06,1,3,6
TX001192,AC00339,499.48,2023-01-17 16:57:06,Debit,Charlotte,D000242,200.13.225.150,M012,ATM,24.0,Student,133.0,1.0,1242.62,2024-11-04 08:08:44,2,1,0
TX001194,AC00178,138.82,2023-10-16 16:12:20,Debit,Fort Worth,D000493,83.207.115.164,M030,Online,77.0,Retired,53.0,1.0,3100.2200000000003,2024-11-04 08:11:48,2,3,4
TX001196,AC00124,292.08,2023-12-29 18:07:04,Debit,Columbus,D000631,218.54.207.160,M067,ATM,72.0,Retired,32.0,1.0,7950.48,2024-11-04 08:09:34,2,3,3
TX001197,AC00404,63.97999999999999,2023-10-30 16:01:43,Debit,Baltimore,D000150,182.225.2.156,M026,Online,54.0,Doctor,258.0,1.0,7954.12,2024-11-04 08:06:53,1,2,4
TX001198,AC00347,235.21,2023-10-16 16:44:52,Debit,Boston,D000300,106.244.1.47,M007,Branch,67.0,Doctor,74.0,1.0,5946.61,2024-11-04 08:10:59,2,3,4
TX001199,AC00480,201.73,2023-09-05 18:45:22,Debit,Baltimore,D000246,214.67.148.245,M096,Online,57.0,Engineer,78.0,1.0,6650.71,2024-11-04 08:12:07,2,2,4
TX001200,AC00303,161.31,2023-09-11 16:24:57,Debit,Nashville,D000577,34.86.220.205,M051,ATM,28.0,Student,13.0,1.0,1268.67,2024-11-04 08:08:54,2,0,2
TX001201,AC00249,18.409999999999997,2023-12-01 17:26:46,Debit,Atlanta,D000028,58.190.9.136,M072,Branch,53.0,Doctor,168.0,1.0,8287.54,2024-11-04 08:11:30,1,2,1
TX001203,AC00108,290.02,2023-09-25 17:48:55,Debit,Milwaukee,D000406,173.252.44.183,M005,Branch,55.0,Engineer,246.0,1.0,4746.71,2024-11-04 08:07:56,2,2,4
TX001204,AC00490,48.05000000000001,2023-05-18 17:34:20,Debit,New York,D000668,125.225.212.244,M060,Branch,27.0,Engineer,38.0,1.0,5334.97,2024-11-04 08:09:07,1,0,7
TX001205,AC00411,359.42,2023-05-29 16:17:37,Debit,Baltimore,D000567,23.163.145.195,M089,Branch,55.0,Doctor,30.0,1.0,1765.4499999999998,2024-11-04 08:06:42,2,2,3
TX001206,AC00087,32.91,2023-05-04 16:37:01,Debit,Fort Worth,D000471,54.252.249.33,M036,Online,19.000000000000004,Student,255.0,1.0,427.3000000000002,2024-11-04 08:06:44,1,1,8
TX001208,AC00267,31.810000000000002,2023-04-06 17:41:53,Debit,Fort Worth,D000641,147.114.91.132,M033,Online,51.0,Retired,149.0,1.0,1406.6,2024-11-04 08:06:48,1,2,4
TX001209,AC00267,220.2,2023-09-11 16:25:04,Debit,Boston,D000288,23.255.214.209,M047,Online,28.0,Student,102.0,1.0,1075.15,2024-11-04 08:11:18,2,0,0
TX001211,AC00428,141.90999999999997,2023-01-19 17:08:04,Debit,Miami,D000069,152.234.65.155,M051,Branch,23.0,Student,49.0,1.0,791.9700000000003,2024-11-04 08:09:42,2,1,0
TX001212,AC00477,95.82999999999998,2023-12-01 16:01:26,Debit,Washington,D000089,133.67.250.163,M070,Online,27.0,Student,91.0,1.0,1726.4,2024-11-04 08:08:23,1,0,2
TX001215,AC00147,50.75,2023-08-14 18:14:23,Debit,Boston,D000642,157.47.114.20,M018,ATM,62.0,Doctor,185.0,1.0,8271.47,2024-11-04 08:07:41,1,3,3
TX001216,AC00097,185.07,2023-12-19 16:57:40,Debit,Chicago,D000322,76.136.92.235,M062,Branch,22.0,Student,159.0,1.0,636.4200000000001,2024-11-04 08:07:39,2,1,8
TX001217,AC00433,293.54,2023-01-16 17:26:12,Debit,Sacramento,D000255,16.94.155.46,M026,Online,40.0,Engineer,45.0,1.0,2290.1,2024-11-04 08:08:24,2,0,7
TX001219,AC00398,285.26,2023-11-01 16:09:05,Debit,Atlanta,D000137,64.57.44.102,M062,ATM,28.0,Student,93.0,1.0,167.72000000000025,2024-11-04 08:11:15,2,0,0
TX001221,AC00291,743.03,2023-07-27 16:55:39,Debit,New York,D000103,73.54.203.165,M050,ATM,50.0,Engineer,174.0,1.0,4111.38,2024-11-04 08:09:19,0,2,5
TX001223,AC00275,231.92,2023-07-10 18:00:56,Debit,Indianapolis,D000280,47.82.77.181,M049,ATM,66.0,Doctor,12.0,1.0,5715.08,2024-11-04 08:11:27,2,3,6
TX001226,AC00465,81.07999999999998,2023-09-19 16:56:35,Debit,Omaha,D000196,119.43.28.203,M089,ATM,58.0,Engineer,56.0,1.0,7788.91,2024-11-04 08:07:17,1,2,6
TX001229,AC00093,211.91,2023-09-18 16:51:04,Debit,Indianapolis,D000487,166.79.195.157,M075,Online,20.0,Student,181.0,1.0,927.4700000000003,2024-11-04 08:08:46,2,1,8
TX001230,AC00229,17.20999999999998,2023-12-25 17:18:58,Debit,Omaha,D000618,119.43.28.203,M004,Online,23.0,Student,219.0,1.0,914.1599999999999,2024-11-04 08:06:59,1,1,2
TX001232,AC00328,38.370000000000005,2023-09-01 16:07:38,Debit,San Antonio,D000228,136.162.111.135,M003,ATM,63.0,Doctor,135.0,1.0,8647.04,2024-11-04 08:10:04,1,3,1
TX001233,AC00160,269.79,2023-10-03 16:15:25,Debit,San Jose,D000202,82.115.199.37,M013,ATM,52.0,Engineer,17.0,1.0,1292.1,2024-11-04 08:07:59,2,2,6
TX001234,AC00014,605.42,2023-06-13 16:10:27,Debit,Mesa,D000488,25.188.196.47,M085,ATM,21.0,Student,33.0,1.0,392.34000000000015,2024-11-04 08:09:40,0,1,8
TX001238,AC00356,862.34,2023-05-25 16:16:02,Debit,Kansas City,D000137,49.174.157.140,M070,Branch,57.0,Doctor,72.0,1.0,9903.48,2024-11-04 08:12:05,0,2,5
TX001240,AC00103,36.97,2023-08-23 17:22:49,Debit,Virginia Beach,D000545,175.210.47.87,M087,Branch,41.0,Engineer,79.0,1.0,2850.92,2024-11-04 08:07:48,1,2,3
TX001241,AC00053,137.59,2023-01-03 16:27:16,Debit,Nashville,D000439,161.25.82.11,M065,ATM,30.0,Doctor,95.0,1.0,10679.67,2024-11-04 08:11:30,2,0,7
TX001243,AC00494,430.98,2023-10-10 18:14:12,Debit,Baltimore,D000176,168.55.199.214,M058,Branch,24.0,Student,93.0,1.0,569.25,2024-11-04 08:11:00,2,1,2
TX001244,AC00219,13.870000000000005,2023-12-11 18:32:40,Debit,Phoenix,D000670,37.227.215.145,M077,Branch,24.0,Student,19.999999999999986,1.0,954.8299999999999,2024-11-04 08:07:47,1,1,2
TX001247,AC00285,302.82,2023-11-03 16:50:20,Debit,Jacksonville,D000290,79.47.176.19,M020,ATM,36.0,Engineer,175.0,1.0,9384.54,2024-11-04 08:07:31,2,0,7
TX001249,AC00073,406.81,2023-12-05 16:32:49,Debit,New York,D000073,207.157.126.125,M016,Online,66.0,Retired,84.0,1.0,1968.3599999999997,2024-11-04 08:08:46,2,3,4
TX001250,AC00383,256.3,2023-04-05 16:21:59,Debit,New York,D000099,133.63.96.21,M066,Online,53.0,Retired,172.0,1.0,4203.05,2024-11-04 08:06:23,2,2,4
TX001252,AC00153,95.78,2023-03-23 17:09:53,Debit,Atlanta,D000211,221.23.158.87,M061,Online,22.0,Student,27.0,1.0,271.6400000000003,2024-11-04 08:09:16,1,1,0
TX001254,AC00439,903.19,2023-07-06 17:52:32,Debit,El Paso,D000286,174.61.77.54,M028,Online,22.0,Student,65.0,1.0,8627.08,2024-11-04 08:06:37,0,1,5
TX001256,AC00086,847.45,2023-06-19 16:24:14,Debit,Jacksonville,D000469,151.247.130.190,M042,Branch,28.0,Student,175.0,1.0,422.3199999999997,2024-11-04 08:09:30,0,0,8
TX001258,AC00027,18.45999999999998,2023-11-20 16:29:14,Debit,Charlotte,D000133,166.41.54.117,M032,Branch,68.0,Retired,213.0,1.0,6381.6,2024-11-04 08:10:17,1,3,4
TX001259,AC00020,603.23,2023-08-24 17:34:13,Debit,Detroit,D000238,38.210.156.148,M017,Branch,28.0,Student,48.0,1.0,117.97999999999956,2024-11-04 08:08:18,0,0,0
TX001261,AC00247,414.77,2024-01-01 17:37:04,Debit,San Francisco,D000577,49.20.211.229,M014,Online,29.0,Doctor,274.0,1.0,5599.81,2024-11-04 08:08:05,2,0,7
TX001262,AC00136,886.19,2023-08-21 17:32:04,Debit,Chicago,D000614,115.96.94.156,M081,Branch,61.0,Retired,69.0,1.0,7904.24,2024-11-04 08:08:29,0,3,5
TX001263,AC00322,440.03,2023-11-29 16:11:50,Debit,San Jose,D000569,5.74.9.122,M099,Online,49.0,Engineer,88.0,1.0,1490.44,2024-11-04 08:10:19,2,2,2
TX001265,AC00079,76.38999999999999,2023-01-13 17:19:33,Debit,Denver,D000507,136.250.159.93,M019,Branch,18.0,Student,219.0,1.0,5976.0,2024-11-04 08:10:09,1,1,8
TX001267,AC00417,6.029999999999973,2023-08-09 18:42:25,Debit,Chicago,D000358,86.83.61.143,M035,Branch,76.0,Retired,70.0,1.0,3290.72,2024-11-04 08:09:27,1,3,4
TX001268,AC00260,249.34,2023-08-15 17:21:47,Debit,Charlotte,D000498,152.140.239.181,M088,ATM,26.0,Engineer,197.0,1.0,3030.9700000000003,2024-11-04 08:07:57,2,0,7
TX001269,AC00471,421.52,2023-08-15 17:35:08,Debit,San Jose,D000035,177.172.184.163,M064,Branch,20.0,Student,67.0,1.0,369.8599999999997,2024-11-04 08:10:21,2,1,2
TX001270,AC00231,189.77,2023-02-27 16:08:40,Debit,Raleigh,D000290,116.43.88.219,M011,Branch,58.0,Engineer,24.0,1.0,6570.36,2024-11-04 08:11:28,2,2,4
TX001271,AC00184,73.19,2023-10-18 16:20:15,Debit,Atlanta,D000067,152.140.239.181,M025,Branch,76.0,Retired,213.0,1.0,2264.98,2024-11-04 08:10:26,1,3,4
TX001273,AC00329,30.52000000000001,2023-05-19 17:19:00,Debit,Jacksonville,D000526,104.165.213.58,M005,Branch,62.0,Doctor,122.0,1.0,12327.74,2024-11-04 08:07:18,1,3,1
TX001276,AC00221,170.24,2023-06-05 16:24:12,Debit,San Francisco,D000150,47.167.178.158,M050,Branch,62.0,Retired,133.0,1.0,5172.99,2024-11-04 08:08:04,2,3,6
TX001277,AC00299,56.620000000000005,2023-02-27 17:59:36,Debit,Austin,D000475,48.31.196.24,M069,Branch,54.0,Doctor,121.0,1.0,8981.1,2024-11-04 08:08:45,1,2,3
TX001278,AC00266,53.139999999999986,2023-04-21 17:19:56,Debit,Las Vegas,D000431,115.96.94.156,M062,ATM,34.0,Doctor,70.0,1.0,7915.0,2024-11-04 08:07:15,1,0,7
TX001279,AC00297,587.23,2023-07-31 17:54:28,Debit,Omaha,D000010,50.202.8.53,M007,Online,27.0,Student,144.0,1.0,500.84000000000015,2024-11-04 08:09:21,0,0,0
TX001286,AC00422,135.15,2023-03-20 17:13:09,Debit,Chicago,D000639,77.208.193.198,M100,Online,72.0,Retired,50.0,1.0,5878.14,2024-11-04 08:10:37,2,3,3
TX001287,AC00225,39.47999999999999,2023-05-26 16:47:51,Debit,Omaha,D000435,152.234.65.155,M017,ATM,56.0,Retired,38.0,1.0,5889.51,2024-11-04 08:11:50,1,2,6
TX001288,AC00261,451.68,2023-04-18 18:55:32,Debit,Houston,D000113,210.160.90.52,M072,Online,33.0,Engineer,15.0,1.0,4381.54,2024-11-04 08:09:51,2,0,7
TX001291,AC00013,427.69,2023-03-28 16:02:03,Debit,Raleigh,D000347,24.148.92.177,M088,ATM,43.0,Engineer,236.0,1.0,2443.54,2024-11-04 08:11:53,2,2,6
TX001292,AC00275,254.86,2023-01-26 16:17:52,Debit,Boston,D000296,59.127.135.25,M013,Branch,23.0,Student,102.0,1.0,699.8999999999996,2024-11-04 08:11:39,2,1,0
TX001294,AC00200,190.17,2023-06-09 17:41:13,Debit,Baltimore,D000467,148.181.195.227,M043,ATM,49.0,Doctor,265.0,1.0,12893.850000000002,2024-11-04 08:08:48,2,2,1
TX001297,AC00070,93.22,2023-04-07 17:11:35,Debit,Charlotte,D000140,70.130.169.235,M030,Online,52.0,Retired,52.0,1.0,1014.6299999999997,2024-11-04 08:09:41,1,2,4
TX001299,AC00060,641.06,2023-12-11 16:09:08,Debit,Chicago,D000057,115.96.94.156,M099,ATM,23.0,Student,25.0,1.0,1602.13,2024-11-04 08:07:21,0,1,8
TX001301,AC00372,836.45,2023-02-27 16:02:00,Debit,Virginia Beach,D000096,156.134.123.253,M043,Online,61.0,Retired,63.0,1.0,1731.8900000000003,2024-11-04 08:12:12,0,3,5
TX001305,AC00083,609.52,2023-07-28 16:03:27,Debit,Washington,D000672,125.225.212.244,M076,ATM,78.0,Retired,169.0,1.0,3485.03,2024-11-04 08:08:19,0,3,5
TX001307,AC00091,100.00999999999999,2023-06-29 16:06:51,Debit,Philadelphia,D000499,82.115.199.37,M061,ATM,50.0,Doctor,63.0,1.0,6393.12,2024-11-04 08:09:27,2,2,3
TX001309,AC00366,111.07999999999998,2023-05-15 17:46:13,Debit,Chicago,D000493,175.230.206.232,M064,Online,70.0,Doctor,83.0,1.0,7037.34,2024-11-04 08:10:59,2,3,4
TX001312,AC00136,78.62,2023-07-31 16:46:29,Debit,Oklahoma City,D000521,80.90.35.146,M084,Branch,32.0,Doctor,52.0,1.0,1360.85,2024-11-04 08:08:12,1,0,7
TX001314,AC00187,333.97,2023-03-22 16:18:37,Debit,Fresno,D000305,98.39.212.221,M011,Branch,52.0,Doctor,45.0,1.0,5237.36,2024-11-04 08:11:48,2,2,1
TX001315,AC00452,30.870000000000005,2023-07-12 16:50:42,Debit,Fresno,D000015,34.92.221.183,M025,ATM,33.0,Doctor,295.0,1.0,14348.65,2024-11-04 08:10:43,1,0,7
TX001316,AC00036,710.4299999999998,2023-03-08 17:07:21,Debit,San Diego,D000398,189.198.67.252,M007,Online,67.0,Retired,115.0,1.0,5625.55,2024-11-04 08:08:42,0,3,5
TX001317,AC00125,220.23,2023-09-18 18:35:23,Debit,Milwaukee,D000663,19.20.13.234,M059,ATM,41.0,Engineer,48.0,1.0,3438.02,2024-11-04 08:06:33,2,2,3
TX001318,AC00403,27.279999999999973,2023-12-25 16:30:45,Debit,Atlanta,D000082,193.108.17.115,M070,ATM,29.0,Doctor,96.0,1.0,10668.24,2024-11-04 08:09:42,1,0,7
TX001319,AC00264,101.51999999999998,2023-08-09 16:22:25,Debit,Tucson,D000002,63.82.133.139,M086,ATM,49.0,Engineer,98.0,1.0,2018.9,2024-11-04 08:08:38,2,2,6
TX001320,AC00123,162.65,2023-05-11 17:15:10,Debit,New York,D000169,112.86.148.212,M088,ATM,59.0,Engineer,147.0,1.0,9500.95,2024-11-04 08:11:20,2,2,6
TX001321,AC00298,10.52000000000001,2023-07-19 17:38:50,Debit,Kansas City,D000137,1.238.163.61,M019,ATM,55.0,Retired,30.0,1.0,2472.99,2024-11-04 08:11:06,1,2,6
TX001322,AC00235,270.72,2023-03-27 17:25:32,Debit,Los Angeles,D000149,145.76.10.8,M027,Branch,38.0,Doctor,37.0,1.0,6522.47,2024-11-04 08:12:10,2,0,7
TX001324,AC00329,247.58,2023-05-29 18:40:32,Debit,San Antonio,D000112,32.240.176.64,M068,ATM,39.0,Engineer,152.0,1.0,778.7399999999998,2024-11-04 08:07:18,2,0,7
TX001327,AC00453,109.91,2023-05-01 16:23:22,Debit,Seattle,D000517,173.135.78.201,M074,Branch,38.0,Doctor,90.0,1.0,12896.060000000001,2024-11-04 08:10:57,2,0,7
TX001330,AC00110,224.28,2023-02-15 16:50:13,Debit,Chicago,D000316,189.20.224.220,M068,Online,64.0,Retired,68.0,1.0,5767.51,2024-11-04 08:10:52,2,3,4
TX001332,AC00212,608.79,2023-11-03 18:37:18,Debit,Fort Worth,D000399,158.129.49.240,M015,Online,55.0,Engineer,157.0,1.0,2991.17,2024-11-04 08:12:18,0,2,5
TX001335,AC00304,203.34,2023-12-20 17:13:50,Debit,Phoenix,D000057,69.82.61.135,M061,ATM,60.0,Doctor,66.0,1.0,13586.99,2024-11-04 08:09:43,2,2,1
TX001336,AC00007,90.88,2023-11-20 17:08:33,Debit,Chicago,D000086,175.210.47.87,M071,ATM,26.0,Engineer,284.0,1.0,7117.35,2024-11-04 08:10:50,1,0,7
TX001338,AC00158,393.92,2023-05-16 16:57:35,Debit,Memphis,D000504,141.121.30.32,M061,Branch,72.0,Retired,47.0,1.0,7318.64,2024-11-04 08:12:07,2,3,3
TX001339,AC00110,19.390000000000015,2023-11-17 16:39:20,Debit,Chicago,D000294,201.95.180.152,M062,ATM,43.0,Doctor,45.0,1.0,9847.6,2024-11-04 08:11:24,1,2,1
TX001343,AC00228,289.05,2023-06-09 17:58:00,Debit,New York,D000493,174.61.77.54,M088,ATM,75.0,Retired,116.0,1.0,5683.49,2024-11-04 08:11:58,2,3,6
TX001344,AC00344,46.110000000000014,2023-03-27 17:07:20,Debit,San Francisco,D000184,13.88.251.53,M048,Online,33.0,Doctor,233.0,1.0,5225.73,2024-11-04 08:10:44,1,0,7
TX001345,AC00466,335.5,2023-08-14 16:01:02,Debit,Sacramento,D000326,107.247.202.71,M003,ATM,63.0,Retired,47.0,1.0,6445.4,2024-11-04 08:12:23,2,3,6
TX001346,AC00204,388.07,2023-09-05 17:34:08,Debit,Seattle,D000422,44.197.126.59,M067,Online,24.0,Student,68.0,1.0,289.71000000000004,2024-11-04 08:10:37,2,1,2
TX001348,AC00455,787.41,2023-06-19 16:22:28,Debit,Memphis,D000351,150.25.200.56,M081,Online,25.0,Student,39.0,1.0,300.8699999999999,2024-11-04 08:06:44,0,1,2
TX001350,AC00185,22.30000000000004,2023-05-01 16:57:17,Debit,Philadelphia,D000035,133.63.96.21,M030,ATM,21.0,Student,90.0,1.0,1200.35,2024-11-04 08:12:18,1,1,0
TX001351,AC00351,203.12,2023-01-18 16:59:48,Debit,San Jose,D000004,77.21.150.75,M078,ATM,56.0,Retired,181.0,1.0,1562.3900000000003,2024-11-04 08:09:15,2,2,6
TX001355,AC00097,0.2599999999999909,2023-11-23 16:14:48,Debit,Oklahoma City,D000239,60.197.167.40,M090,Online,20.0,Student,173.0,1.0,1833.67,2024-11-04 08:07:45,1,1,8
TX001356,AC00447,210.77,2023-05-31 16:50:20,Debit,Mesa,D000009,144.91.150.133,M094,ATM,71.0,Retired,161.0,1.0,5396.65,2024-11-04 08:11:21,2,3,6
TX001357,AC00280,406.65,2023-11-08 18:32:44,Debit,Mesa,D000013,147.234.20.46,M062,ATM,57.0,Doctor,107.0,1.0,12995.7,2024-11-04 08:11:01,2,2,1
TX001358,AC00023,422.9,2023-02-27 16:15:53,Debit,Tucson,D000237,180.224.54.115,M027,ATM,40.0,Engineer,111.0,1.0,7616.43,2024-11-04 08:10:52,2,0,7
TX001360,AC00113,174.39,2023-01-09 16:08:52,Debit,San Francisco,D000078,98.255.160.110,M015,ATM,19.000000000000004,Student,36.0,1.0,1127.0799999999995,2024-11-04 08:11:01,2,1,0
TX001365,AC00305,16.55000000000001,2023-09-11 17:05:50,Debit,Tucson,D000477,214.32.109.197,M009,Branch,26.0,Engineer,159.0,1.0,6089.79,2024-11-04 08:08:11,1,0,7
TX001366,AC00338,91.32,2023-11-10 16:43:45,Debit,Milwaukee,D000353,49.29.37.185,M056,Branch,58.0,Engineer,77.0,1.0,2618.1,2024-11-04 08:08:22,1,2,6
TX001368,AC00363,49.620000000000005,2023-12-07 16:19:07,Debit,Portland,D000079,19.228.76.177,M055,ATM,55.0,Engineer,111.0,1.0,3841.42,2024-11-04 08:07:23,1,2,6
TX001370,AC00167,405.6,2023-08-08 17:41:41,Debit,Tucson,D000643,36.77.94.252,M031,Online,37.0,Engineer,44.0,1.0,9754.73,2024-11-04 08:09:24,2,0,7
TX001371,AC00405,512.95,2023-10-16 17:08:36,Debit,Columbus,D000335,6.234.101.35,M066,Branch,57.0,Engineer,143.0,1.0,9584.52,2024-11-04 08:10:05,0,2,5
TX001372,AC00098,345.94,2023-10-09 17:32:57,Debit,Portland,D000354,129.102.184.189,M100,ATM,31.0,Doctor,163.0,1.0,7624.56,2024-11-04 08:11:40,2,0,7
TX001373,AC00116,356.56,2023-10-09 17:23:21,Debit,New York,D000399,157.130.28.27,M100,Online,47.0,Engineer,52.0,1.0,2485.73,2024-11-04 08:11:57,2,2,3
TX001374,AC00267,10.31000000000003,2023-01-12 18:07:21,Debit,Louisville,D000072,74.58.165.67,M054,Online,36.0,Engineer,280.0,1.0,2137.9,2024-11-04 08:11:14,1,0,7
TX001375,AC00447,211.69,2023-10-20 16:02:07,Debit,Atlanta,D000674,200.13.225.150,M066,Branch,30.0,Doctor,111.0,1.0,6412.85,2024-11-04 08:07:50,2,0,7
TX001378,AC00063,116.88,2023-10-04 17:10:02,Debit,Memphis,D000024,23.163.145.195,M026,ATM,45.0,Doctor,263.0,1.0,7717.34,2024-11-04 08:10:02,2,2,1
TX001380,AC00126,77.53,2023-07-25 18:00:25,Debit,Louisville,D000522,203.245.215.62,M052,Branch,54.0,Retired,55.0,1.0,5158.6,2024-11-04 08:07:12,1,2,3
TX001381,AC00471,421.74,2023-06-20 17:07:05,Debit,San Jose,D000339,73.108.76.238,M014,Online,67.0,Doctor,103.0,1.0,12031.14,2024-11-04 08:10:18,2,3,1
TX001382,AC00304,313.69,2023-03-10 16:35:33,Debit,Oklahoma City,D000211,53.131.194.183,M034,Branch,73.0,Retired,152.0,1.0,7093.68,2024-11-04 08:10:23,2,3,6
TX001383,AC00242,411.72,2023-06-20 18:43:51,Debit,Washington,D000104,166.41.54.117,M014,Branch,29.0,Doctor,153.0,1.0,8539.86,2024-11-04 08:11:43,2,0,7
TX001384,AC00261,508.73,2023-07-14 16:22:54,Debit,Chicago,D000316,172.184.35.29,M071,Branch,59.0,Retired,89.0,1.0,7640.57,2024-11-04 08:09:07,0,2,5
TX001385,AC00338,153.08,2023-11-27 16:57:08,Debit,Omaha,D000637,13.88.251.53,M057,ATM,24.0,Student,201.0,1.0,1292.21,2024-11-04 08:09:29,2,1,2
TX001386,AC00292,23.009999999999962,2023-06-09 18:33:04,Debit,Las Vegas,D000363,55.154.161.250,M090,Branch,63.0,Retired,166.0,1.0,5958.75,2024-11-04 08:09:14,1,3,6
TX001387,AC00024,69.28,2023-10-30 16:36:24,Debit,Los Angeles,D000379,184.4.253.143,M070,Online,25.0,Student,129.0,1.0,708.7399999999998,2024-11-04 08:11:01,1,1,8
TX001389,AC00412,407.65,2023-08-07 17:17:34,Debit,Denver,D000013,8.136.178.116,M095,ATM,25.0,Student,263.0,1.0,273.77999999999975,2024-11-04 08:08:37,2,1,2
TX001390,AC00315,459.25,2023-05-23 16:44:33,Debit,Tucson,D000248,28.149.72.129,M043,Branch,25.0,Student,59.0,1.0,130.76000000000022,2024-11-04 08:11:47,2,1,0
TX001391,AC00120,301.56,2023-02-09 17:46:49,Debit,Seattle,D000014,155.37.19.43,M011,Branch,49.0,Doctor,118.0,1.0,10389.6,2024-11-04 08:10:23,2,2,1
TX001392,AC00462,17.670000000000016,2023-06-27 17:50:21,Debit,San Diego,D000416,21.97.154.92,M061,Online,63.0,Doctor,91.0,1.0,1048.1800000000003,2024-11-04 08:10:55,1,3,4
TX001394,AC00166,401.37,2023-09-18 16:18:19,Debit,Los Angeles,D000404,1.198.76.182,M031,Branch,43.0,Engineer,251.0,1.0,8208.54,2024-11-04 08:11:41,2,2,1
TX001395,AC00438,145.4,2023-07-06 17:53:38,Debit,Tucson,D000069,49.174.157.140,M044,Online,38.0,Engineer,24.0,1.0,5244.49,2024-11-04 08:09:52,2,0,7
TX001397,AC00041,34.31,2023-04-28 16:55:28,Debit,Philadelphia,D000353,167.95.191.52,M094,ATM,24.0,Student,251.0,1.0,1484.7600000000002,2024-11-04 08:11:26,1,1,8
TX001399,AC00410,282.65,2023-03-08 17:42:36,Debit,Fort Worth,D000626,135.73.131.111,M012,ATM,35.0,Doctor,161.0,1.0,13801.15,2024-11-04 08:08:51,2,0,7
TX001400,AC00362,305.27,2023-09-27 16:25:38,Debit,Las Vegas,D000657,57.166.147.242,M059,Online,68.0,Doctor,147.0,1.0,12958.650000000001,2024-11-04 08:09:31,2,3,1
TX001401,AC00315,185.81,2023-09-20 16:30:06,Debit,Austin,D000696,201.114.165.141,M033,Online,32.0,Doctor,116.0,1.0,9588.71,2024-11-04 08:10:15,2,0,7
TX001403,AC00133,447.95,2023-01-11 17:27:56,Debit,Tucson,D000442,19.20.13.234,M002,Branch,29.0,Engineer,75.0,1.0,7544.4,2024-11-04 08:09:20,2,0,7
TX001404,AC00069,279.3,2023-06-22 17:28:02,Debit,Oklahoma City,D000674,77.21.150.75,M079,ATM,19.000000000000004,Student,48.0,1.0,1193.6100000000001,2024-11-04 08:07:19,2,1,8
TX001406,AC00006,611.15,2023-08-11 17:12:30,Debit,Detroit,D000044,51.250.46.149,M009,ATM,27.0,Student,121.0,1.0,892.8299999999999,2024-11-04 08:09:23,0,0,0
TX001407,AC00104,275.2,2023-08-24 17:13:38,Debit,New York,D000122,59.12.96.11,M058,Online,54.0,Engineer,81.0,1.0,1230.12,2024-11-04 08:09:50,2,2,4
TX001408,AC00311,427.79,2023-02-21 16:56:50,Debit,San Jose,D000018,203.99.96.114,M016,Branch,18.0,Student,189.0,1.0,1479.67,2024-11-04 08:08:54,2,1,0
TX001410,AC00157,102.81,2023-12-04 16:23:00,Debit,Seattle,D000076,21.28.32.1,M074,Branch,76.0,Retired,47.0,1.0,3228.87,2024-11-04 08:08:07,2,3,6
TX001411,AC00171,22.610000000000042,2023-12-21 17:56:04,Debit,Seattle,D000255,76.136.92.235,M099,Online,19.000000000000004,Student,145.0,1.0,1111.67,2024-11-04 08:06:47,1,1,2
TX001412,AC00374,68.28,2023-06-08 18:54:04,Debit,Boston,D000649,148.112.151.27,M100,Online,56.0,Engineer,293.0,1.0,3213.16,2024-11-04 08:08:24,1,2,4
TX001415,AC00075,73.23000000000002,2023-06-23 16:41:27,Debit,San Francisco,D000128,66.226.179.193,M090,Branch,20.0,Student,172.0,1.0,1309.85,2024-11-04 08:12:22,1,1,8
TX001418,AC00368,389.05,2023-01-06 17:35:08,Debit,Dallas,D000379,7.105.184.86,M075,ATM,27.0,Student,41.0,1.0,761.0,2024-11-04 08:11:28,2,0,0
TX001421,AC00297,66.91,2023-01-30 18:47:17,Debit,Seattle,D000509,51.196.87.214,M047,ATM,39.0,Doctor,85.0,1.0,871.1000000000004,2024-11-04 08:10:19,1,0,7
TX001422,AC00144,335.48,2023-03-02 16:06:18,Debit,Oklahoma City,D000211,107.247.202.71,M040,Branch,45.0,Engineer,155.0,1.0,3023.16,2024-11-04 08:06:45,2,2,4
TX001423,AC00207,38.139999999999986,2023-12-28 16:51:20,Debit,Albuquerque,D000572,113.134.242.82,M026,Online,19.000000000000004,Student,174.0,1.0,1119.21,2024-11-04 08:09:59,1,1,8
TX001425,AC00179,360.02,2023-02-09 16:29:06,Debit,Dallas,D000072,49.31.186.82,M004,Online,68.0,Retired,68.0,1.0,6400.59,2024-11-04 08:08:53,2,3,4
